timestamp,machine_id,temperature_c,vibration_mm_s,rpm,current_a,load_pct,belt_speed_mps,throughput_units_min,ambient_temperature_c,operating_mode,machine_state,fault_label,fault_severity,temperature_c_anomaly_score,temperature_c_rolling_z,vibration_mm_s_anomaly_score,vibration_mm_s_rolling_z,current_a_anomaly_score,current_a_rolling_z,rpm_anomaly_score,rpm_rolling_z,throughput_units_min_anomaly_score,throughput_units_min_rolling_z,anomaly_score,is_anomaly,anomaly_severity,contributing_sensors,suspected_fault
2026-05-20T14:00:18,line1_motor1,61.72,0.63,1487.9,11.23,67.95,1.333,104.55,22.94,production,normal,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.0,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:19,line1_motor1,61.73,0.634,1497.7,10.72,66.06,1.383,104.86,22.92,production,normal,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.0,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:20,line1_motor1,60.9,0.669,1520.6,11.16,68.09,1.358,112.49,22.85,production,normal,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.0,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:21,line1_motor1,61.5,0.701,1483.5,10.93,70.37,1.34,113.81,23.06,production,normal,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.0,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:22,line1_motor1,64.25,0.688,1482.6,11.98,74.97,1.335,124.55,23.12,production,normal,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.0,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:23,line1_motor1,64.68,0.736,1490.4,10.79,72.35,1.314,113.38,23.54,production,normal,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.0,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:24,line1_motor1,62.44,0.639,1477.8,11.33,70.57,1.306,109.94,23.52,production,normal,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.0,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:25,line1_motor1,63.41,0.694,1488.9,10.58,72.62,1.35,112.76,23.51,production,normal,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.0,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:26,line1_motor1,61.91,0.65,1503.3,11.04,69.83,1.327,115.23,22.99,production,normal,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.0,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:27,line1_motor1,63.99,0.667,1484.4,11.32,73.61,1.318,112.06,23.5,production,normal,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.0,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:28,line1_motor1,63.14,0.726,1517.8,11.01,72.74,1.409,120.58,23.17,production,normal,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.0,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:29,line1_motor1,63.64,0.711,1477.6,10.63,73.54,1.311,113.53,23.46,production,normal,normal,none,0.0,1.468,0.0,1.099,0.0,-0.5358,0.95,-1.6473,0.95,0.67,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:30,line1_motor1,61.66,0.695,1469.6,11.87,70.79,1.285,116.51,23.08,production,normal,normal,none,0.0,-0.0912,0.0,0.6491,0.0,2.2909,0.95,-2.1203,0.95,1.1878,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:31,line1_motor1,65.07,0.715,1470.8,12.65,80.48,1.322,130.83,22.76,production,normal,normal,none,0.0,2.3552,0.0,1.153,0.5086,3.2629,0.95,-1.8751,0.95,3.1554,0.637,True,medium,current_a;rpm;throughput_units_min,current_anomaly
2026-05-20T14:00:32,line1_motor1,63.73,0.676,1483.1,11.4,74.53,1.303,114.29,23.0,production,normal,normal,none,0.0,1.3094,0.0,0.0889,0.0,0.8639,0.95,-0.8978,0.95,0.5311,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:33,line1_motor1,64.22,0.703,1486.1,11.53,74.85,1.341,121.69,23.42,production,normal,normal,none,0.0,1.5786,0.0,0.8152,0.0,1.076,0.95,-0.651,0.95,1.6195,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:34,line1_motor1,63.06,0.718,1505.0,11.13,73.65,1.364,121.57,23.75,production,normal,normal,none,0.0,0.7368,0.0,1.1889,0.0,0.3104,0.95,0.8079,0.95,1.523,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:35,line1_motor1,63.69,0.683,1494.6,11.17,75.32,1.353,122.47,22.6,production,normal,normal,none,0.0,1.1488,0.0,0.2192,0.0,0.3813,0.95,-0.0095,0.95,1.5777,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:36,line1_motor1,61.63,0.67,1483.2,11.91,73.6,1.333,118.46,23.09,production,normal,normal,none,0.0,-0.3133,0.0,-0.1426,0.0,1.7234,0.95,-0.8958,0.95,0.9547,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:37,line1_motor1,63.01,0.713,1462.5,12.16,75.28,1.312,117.25,23.02,production,normal,normal,none,0.0,0.6685,0.0,1.0469,0.0,2.0418,0.95,-2.3252,0.95,0.7581,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:38,line1_motor1,65.31,0.724,1480.6,11.69,74.6,1.353,122.89,22.82,production,normal,normal,none,0.0,2.1619,0.0,1.3102,0.0,1.1561,0.95,-0.9467,0.95,1.5331,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:39,line1_motor1,65.16,0.745,1487.0,11.96,79.32,1.329,121.76,23.27,production,normal,normal,none,0.0,1.9328,0.0,1.7958,0.0,1.5691,0.95,-0.4601,0.95,1.3193,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:40,line1_motor1,65.49,0.76,1494.7,12.36,77.11,1.359,125.47,23.08,production,normal,normal,none,0.0,2.0147,0.0,2.0581,0.0,2.1168,0.95,0.1211,0.95,1.7638,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:41,line1_motor1,62.47,0.652,1506.3,11.04,72.43,1.37,114.21,22.99,production,normal,normal,none,0.0,0.0907,0.0,-0.7389,0.0,-0.1021,0.95,0.9856,0.95,0.1677,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:42,line1_motor1,64.12,0.664,1499.7,10.62,73.87,1.362,122.37,23.24,production,normal,normal,none,0.0,1.1231,0.0,-0.4191,0.0,-0.8013,0.95,0.4731,0.95,1.2942,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:43,line1_motor1,66.79,0.717,1469.3,11.43,79.78,1.326,130.3,22.53,production,normal,normal,none,0.0527,2.5791,0.0,0.9596,0.0,0.5742,0.95,-1.7852,0.95,2.2477,0.587,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:44,line1_motor1,64.38,0.707,1497.6,11.56,74.5,1.352,120.26,23.4,production,normal,normal,none,0.0,1.1112,0.0,0.6838,0.0,0.7836,0.95,0.3398,0.95,0.8752,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:45,line1_motor1,65.72,0.709,1494.8,11.55,75.72,1.323,116.91,23.27,production,normal,normal,none,0.0,1.8175,0.0,0.7247,0.0,0.7532,0.95,0.1256,0.95,0.4166,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:46,line1_motor1,65.63,0.707,1481.3,11.99,76.79,1.355,134.13,23.41,production,normal,normal,none,0.0,1.6913,0.0,0.6609,0.0,1.4659,0.95,-0.8938,0.95,2.5386,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:47,line1_motor1,65.39,0.754,1501.7,11.65,75.94,1.343,117.37,22.56,production,normal,normal,none,0.0,1.5015,0.0,1.8351,0.0,0.8667,0.95,0.6661,0.95,0.3894,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:48,line1_motor1,62.23,0.768,1493.1,11.4,72.62,1.352,118.07,22.93,production,normal,normal,none,0.0,-0.263,0.0,2.0787,0.0,0.4316,0.95,0.0003,0.95,0.4737,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:49,line1_motor1,64.72,0.698,1491.4,11.85,75.61,1.343,119.01,23.31,production,normal,normal,none,0.0,1.1171,0.0,0.3087,0.0,1.1822,0.95,-0.1313,0.95,0.588,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:50,line1_motor1,64.6,0.683,1491.4,11.85,76.5,1.332,125.61,23.23,production,normal,normal,none,0.0,1.0282,0.0,-0.0726,0.0,1.1549,0.95,-0.13,0.95,1.4093,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:51,line1_motor1,63.76,0.663,1470.8,11.01,72.13,1.269,110.62,22.79,production,normal,normal,none,0.0,0.5485,0.0,-0.5795,0.0,-0.2866,0.95,-1.7053,0.95,-0.5273,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:52,line1_motor1,65.48,0.73,1475.2,12.03,79.98,1.348,123.45,23.58,production,normal,normal,none,0.0,1.4765,0.0,1.1299,0.0,1.4395,0.95,-1.3253,0.95,1.1228,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:53,line1_motor1,64.64,0.721,1493.3,11.06,75.19,1.377,126.1,23.08,production,normal,normal,none,0.0,0.9877,0.0,0.8826,0.0,-0.2232,0.95,0.0789,0.95,1.426,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:54,line1_motor1,63.99,0.715,1491.6,11.55,77.22,1.328,124.78,22.64,production,normal,normal,none,0.0,0.6159,0.0,0.7174,0.0,0.6174,0.95,-0.0538,0.95,1.2269,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:55,line1_motor1,63.93,0.735,1484.8,11.62,77.22,1.359,124.56,23.29,production,normal,normal,none,0.0,0.5752,0.0,1.2094,0.0,0.7291,0.95,-0.5843,0.95,1.173,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:56,line1_motor1,67.94,0.707,1473.4,12.74,80.61,1.326,128.89,23.31,production,normal,normal,none,0.0933,2.64,0.0,0.4801,0.0065,2.5097,0.95,-1.4498,0.95,1.6679,0.5931,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:57,line1_motor1,65.49,0.784,1479.0,12.17,80.65,1.325,119.91,22.94,production,normal,normal,none,0.0,1.2988,0.0,2.3418,0.0,1.5172,0.95,-0.9916,0.95,0.5336,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:58,line1_motor1,63.62,0.687,1480.0,11.94,75.29,1.365,121.72,23.06,production,normal,normal,none,0.0,0.3024,0.0,-0.0794,0.0,1.1175,0.95,-0.8988,0.95,0.7523,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:00:59,line1_motor1,64.31,0.684,1487.4,12.13,77.49,1.328,133.92,23.26,production,normal,normal,none,0.0,0.6637,0.0,-0.1536,0.0,1.3934,0.95,-0.3125,0.95,2.1867,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:00,line1_motor1,65.71,0.732,1478.9,11.87,78.88,1.337,128.25,23.64,production,normal,normal,none,0.0,1.3827,0.0,1.0466,0.0,0.9556,0.95,-0.9718,0.95,1.4527,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:01,line1_motor1,65.25,0.691,1494.9,11.55,76.3,1.351,127.48,23.41,production,normal,normal,none,0.0,1.1164,0.0,0.0066,0.0,0.4311,0.95,0.297,0.95,1.3285,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:02,line1_motor1,64.7,0.697,1461.8,11.9,73.96,1.275,107.16,23.12,production,normal,normal,none,0.0,0.8125,0.0,0.1587,0.0,0.9881,0.95,-2.2379,0.95,-1.1041,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:03,line1_motor1,63.41,0.721,1519.1,10.97,71.23,1.381,116.87,23.06,production,normal,normal,none,0.0,0.1228,0.0,0.7675,0.0,-0.5288,0.95,2.1007,0.95,0.0651,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:04,line1_motor1,65.18,0.738,1487.1,12.14,78.99,1.342,133.7,23.2,production,normal,normal,none,0.0,1.0575,0.0,1.1845,0.0,1.366,0.95,-0.3033,0.95,2.0241,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:05,line1_motor1,64.42,0.749,1497.8,12.15,76.41,1.344,123.72,22.96,production,normal,normal,none,0.0,0.642,0.0,1.4336,0.0,1.3524,0.95,0.5022,0.95,0.8318,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:06,line1_motor1,66.51,0.776,1472.3,11.8,79.58,1.299,126.56,23.7,production,normal,normal,none,0.0,1.7175,0.0,2.04,0.0,0.7746,0.95,-1.4076,0.95,1.1484,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:07,line1_motor1,64.79,0.697,1451.0,11.19,77.67,1.277,118.27,23.58,production,normal,normal,none,0.0,0.7933,0.0,0.0709,0.0,-0.2171,0.95,-2.8128,0.95,0.1661,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:08,line1_motor1,66.11,0.709,1480.9,12.1,78.46,1.307,125.32,23.19,production,normal,normal,none,0.0,1.4626,0.0,0.369,0.0,1.2514,0.95,-0.6677,0.95,0.9918,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:09,line1_motor1,65.51,0.762,1475.1,11.73,79.91,1.315,122.51,23.85,production,normal,normal,none,0.0,1.1268,0.0,1.6614,0.0,0.6407,0.95,-1.0674,0.95,0.6502,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:10,line1_motor1,66.45,0.702,1478.1,12.23,79.07,1.309,121.58,23.34,production,normal,normal,none,0.0,1.582,0.0,0.1644,0.0,1.429,0.95,-0.8419,0.95,0.5339,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:11,line1_motor1,65.68,0.714,1457.5,12.16,80.69,1.299,119.92,23.3,production,normal,normal,none,0.0,1.161,0.0,0.4617,0.0,1.2905,0.95,-2.2242,0.95,0.3317,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:12,line1_motor1,66.3,0.732,1468.6,11.41,82.72,1.32,126.77,23.63,production,normal,normal,none,0.0,1.4516,0.0,0.9045,0.0,0.0755,0.95,-1.4192,0.95,1.1424,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:13,line1_motor1,68.1,0.769,1459.9,12.2,81.22,1.286,126.35,23.85,production,normal,normal,none,0.0,2.2789,0.0,1.7867,0.0,1.3376,0.95,-1.955,0.95,1.0756,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:14,line1_motor1,67.99,0.738,1454.2,12.2,84.05,1.288,122.76,22.76,production,normal,normal,none,0.0,2.1395,0.0,1.0017,0.0,1.3131,0.95,-2.2458,0.95,0.6365,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:15,line1_motor1,66.82,0.744,1490.0,11.86,80.83,1.326,130.38,23.09,production,normal,normal,none,0.0,1.5331,0.0,1.1336,0.0,0.7567,0.95,0.1161,0.95,1.5249,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:16,line1_motor1,65.03,0.71,1471.0,11.06,75.38,1.321,114.32,23.43,production,normal,normal,none,0.0,0.6608,0.0,0.2874,0.0,-0.5329,0.95,-1.129,0.95,-0.3995,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:17,line1_motor1,66.72,0.723,1466.4,11.98,81.42,1.339,128.39,23.34,production,normal,normal,none,0.0,1.4517,0.0,0.6067,0.0,0.9504,0.95,-1.4063,0.95,1.2763,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:18,line1_motor1,64.49,0.786,1469.7,11.72,80.85,1.342,140.36,23.11,production,normal,normal,none,0.0,0.3741,0.0,2.1098,0.0,0.5234,0.95,-1.171,0.95,2.5798,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:19,line1_motor1,64.63,0.72,1474.4,11.81,78.69,1.314,126.19,22.69,production,normal,normal,none,0.0,0.4386,0.0,0.4885,0.0,0.6643,0.95,-0.8528,0.95,0.9299,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:20,line1_motor1,64.82,0.705,1507.0,11.5,76.0,1.362,117.26,23.49,production,normal,normal,none,0.0,0.5269,0.0,0.1184,0.0,0.1552,0.95,1.2716,0.95,-0.1031,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:21,line1_motor1,65.34,0.73,1497.9,12.6,80.17,1.344,130.58,23.16,production,normal,normal,none,0.0,0.7737,0.0,0.7309,0.0,1.9126,0.95,0.6691,0.95,1.4213,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:22,line1_motor1,65.42,0.73,1494.4,11.18,77.61,1.337,123.14,23.34,production,normal,normal,none,0.0,0.8049,0.0,0.7241,0.0,-0.3872,0.95,0.4357,0.95,0.556,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:23,line1_motor1,63.84,0.737,1457.3,11.78,79.6,1.309,126.15,22.78,production,normal,normal,none,0.0,0.0281,0.0,0.8889,0.0,0.586,0.95,-1.9575,0.95,0.8959,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:24,line1_motor1,65.75,0.707,1489.2,12.65,78.03,1.344,125.2,22.9,production,normal,normal,none,0.0,0.9615,0.0,0.1396,0.0,1.9518,0.95,0.1133,0.95,0.778,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:25,line1_motor1,66.57,0.752,1488.0,12.03,81.87,1.325,136.21,23.48,production,normal,normal,none,0.0,1.3446,0.0,1.2498,0.0,0.9442,0.95,0.0348,0.95,2.0008,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:26,line1_motor1,63.95,0.733,1481.9,12.21,78.69,1.324,121.86,23.17,production,normal,normal,none,0.0,0.0546,0.0,0.7675,0.0,1.2161,0.95,-0.3636,0.95,0.3557,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:27,line1_motor1,63.92,0.713,1474.6,11.82,74.03,1.316,116.69,23.01,production,normal,normal,none,0.0,0.0395,0.0,0.2646,0.0,0.5858,0.95,-0.8374,0.95,-0.2377,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:28,line1_motor1,67.5,0.717,1461.1,12.16,82.46,1.315,132.97,23.01,production,normal,normal,none,0.0,1.7789,0.0,0.3631,0.0,1.119,0.95,-1.6924,0.95,1.6119,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:29,line1_motor1,65.88,0.7,1477.9,11.19,77.24,1.3,116.38,23.31,production,normal,normal,none,0.0,0.9718,0.0,-0.0671,0.0,-0.4379,0.95,-0.5888,0.95,-0.2876,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:30,line1_motor1,67.44,0.711,1449.3,11.64,79.58,1.26,123.44,23.65,production,normal,normal,none,0.0,1.7013,0.0,0.2118,0.0,0.2872,0.95,-2.375,0.95,0.5219,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:31,line1_motor1,64.97,0.694,1486.2,11.9,76.96,1.335,123.92,22.98,production,normal,normal,none,0.0,0.4963,0.0,-0.2221,0.0,0.7036,0.95,-0.0161,0.95,0.5733,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:32,line1_motor1,67.94,0.762,1453.8,12.52,81.74,1.251,115.24,23.56,production,normal,normal,none,0.0,1.8983,0.0,1.5008,0.0,1.6775,0.95,-2.0396,0.95,-0.4315,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:33,line1_motor1,65.71,0.701,1497.5,11.87,80.03,1.357,129.16,23.6,production,normal,normal,none,0.0,0.8174,0.0,-0.0577,0.0,0.6252,0.95,0.714,0.95,1.1762,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:34,line1_motor1,66.3,0.714,1501.9,11.41,77.22,1.375,129.18,23.94,production,normal,normal,none,0.0,1.0892,0.0,0.2747,0.0,-0.1179,0.95,0.9823,0.95,1.1638,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:35,line1_motor1,65.94,0.723,1480.3,12.39,82.86,1.34,130.97,23.52,production,normal,normal,none,0.0,0.907,0.0,0.5037,0.0,1.4509,0.95,-0.3831,0.95,1.3513,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
2026-05-20T14:01:36,line1_motor1,66.42,0.678,1502.3,11.76,76.51,1.38,127.5,23.84,production,normal,normal,none,0.0,1.1251,0.0,-0.6576,0.0,0.4304,0.95,1.0056,0.95,0.941,0.5801,True,medium,rpm;throughput_units_min,unknown_anomaly
