timestamp,machine_id,temperature_c,vibration_mm_s,rpm,current_a,load_pct,belt_speed_mps,throughput_units_min,ambient_temperature_c,operating_mode,machine_state,fault_label,fault_severity
2026-05-20T14:00:38,line1_motor1,67.09,0.74,1473.4,11.78,78.57,1.31,123.09,23.85,production,normal,normal,none
2026-05-20T14:00:39,line1_motor1,66.71,0.741,1484.2,12.07,80.47,1.332,123.78,23.5,production,normal,normal,none
2026-05-20T14:00:40,line1_motor1,66.69,0.724,1465.8,12.56,80.92,1.342,124.86,23.1,production,normal,normal,none
2026-05-20T14:00:41,line1_motor1,64.14,0.742,1487.3,11.88,79.58,1.35,121.63,23.06,production,normal,normal,none
2026-05-20T14:00:42,line1_motor1,65.45,0.693,1497.9,11.67,77.27,1.327,114.91,23.45,production,normal,normal,none
2026-05-20T14:00:43,line1_motor1,64.62,0.684,1480.5,11.84,75.9,1.319,116.59,22.89,production,normal,normal,none
2026-05-20T14:00:44,line1_motor1,66.94,0.757,1505.8,12.07,78.12,1.32,118.78,23.25,production,normal,normal,none
2026-05-20T14:00:45,line1_motor1,66.82,0.753,1480.0,12.05,83.57,1.335,126.84,23.24,production,normal,normal,none
2026-05-20T14:00:46,line1_motor1,65.36,0.747,1489.4,11.87,78.64,1.371,122.64,23.28,production,normal,normal,none
2026-05-20T14:00:47,line1_motor1,67.49,0.731,1475.1,11.98,82.84,1.319,124.97,23.35,production,normal,normal,none
2026-05-20T14:00:48,line1_motor1,64.24,0.731,1466.7,12.41,80.4,1.31,117.51,23.45,production,normal,normal,none
2026-05-20T14:00:49,line1_motor1,65.98,0.741,1470.2,11.79,79.69,1.305,111.84,23.43,production,normal,normal,none
2026-05-20T14:00:50,line1_motor1,66.15,0.807,1489.9,12.35,81.72,1.375,131.12,22.97,production,normal,normal,none
2026-05-20T14:00:51,line1_motor1,68.43,0.786,1448.1,12.2,83.36,1.328,120.57,23.5,production,normal,normal,none
2026-05-20T14:00:52,line1_motor1,64.65,0.701,1475.1,11.82,77.44,1.332,122.15,22.88,production,normal,normal,none
2026-05-20T14:00:53,line1_motor1,66.01,0.725,1473.2,12.18,77.9,1.334,114.9,23.33,production,normal,normal,none
2026-05-20T14:00:54,line1_motor1,65.64,0.818,1484.4,12.52,83.13,1.308,120.49,22.8,production,normal,normal,none
2026-05-20T14:00:55,line1_motor1,67.93,0.753,1476.8,12.49,84.31,1.317,129.17,23.04,production,normal,normal,none
2026-05-20T14:00:56,line1_motor1,64.48,0.698,1488.7,11.91,78.7,1.328,115.12,23.4,production,normal,normal,none
2026-05-20T14:00:57,line1_motor1,67.06,0.784,1472.0,12.77,83.14,1.346,128.46,24.12,production,normal,normal,none
2026-05-20T14:00:58,line1_motor1,66.72,0.719,1497.9,12.39,79.81,1.354,120.49,23.56,production,normal,normal,none
2026-05-20T14:00:59,line1_motor1,66.01,0.757,1474.8,11.98,84.59,1.351,124.75,23.06,production,normal,normal,none
2026-05-20T14:01:00,line1_motor1,66.91,0.714,1498.1,12.16,80.18,1.352,128.3,23.79,production,normal,normal,none
2026-05-20T14:01:01,line1_motor1,69.55,0.782,1458.8,12.35,87.61,1.28,128.14,23.47,production,normal,normal,none
2026-05-20T14:01:02,line1_motor1,64.83,0.797,1489.7,11.73,77.25,1.337,118.28,23.35,production,normal,normal,none
2026-05-20T14:01:03,line1_motor1,70.33,0.846,1438.2,12.65,89.45,1.262,127.31,23.92,production,normal,normal,none
2026-05-20T14:01:04,line1_motor1,69.23,0.828,1475.2,11.89,87.36,1.329,139.51,23.37,production,normal,normal,none
2026-05-20T14:01:05,line1_motor1,66.45,0.719,1462.3,11.64,79.77,1.293,119.88,23.0,production,normal,normal,none
2026-05-20T14:01:06,line1_motor1,67.81,0.777,1481.3,11.96,84.15,1.318,126.76,23.1,production,normal,normal,none
2026-05-20T14:01:07,line1_motor1,66.49,0.734,1475.1,12.71,84.03,1.295,124.42,22.97,production,normal,normal,none
2026-05-20T14:01:08,line1_motor1,66.8,0.768,1454.4,12.47,83.61,1.292,127.1,23.36,production,normal,normal,none
2026-05-20T14:01:09,line1_motor1,68.77,0.8,1478.1,12.9,86.54,1.294,130.73,23.69,production,normal,normal,none
2026-05-20T14:01:10,line1_motor1,65.1,0.786,1448.9,12.07,86.3,1.259,125.46,23.33,production,normal,normal,none
2026-05-20T14:01:11,line1_motor1,67.21,0.765,1477.6,12.46,83.08,1.316,130.36,22.86,production,normal,normal,none
2026-05-20T14:01:12,line1_motor1,66.43,0.725,1479.8,11.92,83.01,1.323,122.15,23.01,production,normal,normal,none
2026-05-20T14:01:13,line1_motor1,67.53,0.905,1447.7,13.01,84.67,1.289,132.34,22.98,production,warning,normal,none
2026-05-20T14:01:14,line1_motor1,66.8,0.778,1478.5,12.53,85.34,1.325,135.49,23.02,production,normal,normal,none
2026-05-20T14:01:15,line1_motor1,66.37,0.742,1480.4,12.07,83.77,1.356,132.8,23.37,production,normal,normal,none
2026-05-20T14:01:16,line1_motor1,67.86,0.874,1476.8,11.74,84.89,1.291,122.35,23.1,production,normal,normal,none
2026-05-20T14:01:17,line1_motor1,66.72,0.754,1479.7,11.75,86.22,1.332,133.46,22.9,production,normal,normal,none
2026-05-20T14:01:18,line1_motor1,67.61,0.746,1470.2,12.66,83.65,1.3,121.7,23.0,production,normal,normal,none
2026-05-20T14:01:19,line1_motor1,68.2,0.757,1468.3,12.6,84.35,1.311,116.65,23.52,production,normal,normal,none
2026-05-20T14:01:20,line1_motor1,66.43,0.731,1464.6,12.36,84.1,1.269,118.77,22.98,production,normal,normal,none
2026-05-20T14:01:21,line1_motor1,68.65,0.793,1460.1,13.07,86.7,1.299,138.71,23.46,production,warning,normal,none
2026-05-20T14:01:22,line1_motor1,65.97,0.749,1471.4,12.11,83.49,1.326,128.36,22.96,production,normal,normal,none
2026-05-20T14:01:23,line1_motor1,66.38,0.773,1476.3,12.89,83.41,1.32,130.31,23.3,production,normal,normal,none
2026-05-20T14:01:24,line1_motor1,67.05,0.732,1465.6,11.9,82.5,1.294,122.33,23.02,production,normal,normal,none
2026-05-20T14:01:25,line1_motor1,67.55,0.724,1499.7,12.23,83.68,1.373,129.98,23.22,production,normal,normal,none
2026-05-20T14:01:26,line1_motor1,67.95,0.724,1447.7,11.84,82.69,1.301,123.62,23.53,production,normal,normal,none
2026-05-20T14:01:27,line1_motor1,68.0,0.765,1475.4,12.6,83.22,1.311,121.52,22.84,production,normal,normal,none
2026-05-20T14:01:28,line1_motor1,67.4,0.729,1471.5,12.41,81.59,1.3,124.16,23.45,production,normal,normal,none
2026-05-20T14:01:29,line1_motor1,68.44,0.809,1491.7,12.73,83.84,1.287,127.85,23.5,production,normal,normal,none
2026-05-20T14:01:30,line1_motor1,66.95,0.729,1477.0,12.21,83.9,1.36,129.23,23.36,production,normal,normal,none
2026-05-20T14:01:31,line1_motor1,66.31,0.71,1454.6,12.62,81.14,1.309,117.34,22.58,production,normal,normal,none
2026-05-20T14:01:32,line1_motor1,68.2,0.774,1448.7,11.94,85.37,1.289,130.13,23.34,production,normal,normal,none
2026-05-20T14:01:33,line1_motor1,66.91,0.749,1484.1,12.01,83.16,1.361,134.38,23.37,production,normal,normal,none
2026-05-20T14:01:34,line1_motor1,70.15,0.769,1460.4,13.02,90.33,1.299,135.98,22.99,production,warning,normal,none
2026-05-20T14:01:35,line1_motor1,68.05,0.802,1464.9,13.06,85.03,1.343,128.17,22.54,production,warning,normal,none
2026-05-20T14:01:36,line1_motor1,68.99,0.78,1473.8,13.49,88.42,1.289,133.97,23.19,production,warning,normal,none
2026-05-20T14:01:37,line1_motor1,69.14,0.75,1471.9,12.31,81.62,1.326,125.99,23.51,production,normal,normal,none
2026-05-20T14:01:38,line1_motor1,67.26,0.759,1473.9,12.54,83.04,1.341,126.3,23.59,production,normal,normal,none
2026-05-20T14:01:39,line1_motor1,68.88,0.74,1501.8,12.45,84.6,1.368,132.06,23.41,production,normal,normal,none
2026-05-20T14:01:40,line1_motor1,67.12,0.796,1488.4,12.27,81.09,1.316,119.07,23.06,production,normal,normal,none
2026-05-20T14:01:41,line1_motor1,68.01,0.81,1471.3,12.73,85.8,1.303,127.42,23.2,production,normal,normal,none
2026-05-20T14:01:42,line1_motor1,66.98,0.743,1470.6,11.75,83.3,1.338,131.01,23.55,production,normal,normal,none
2026-05-20T14:01:43,line1_motor1,65.36,0.708,1463.4,12.08,81.15,1.289,126.24,23.62,production,normal,normal,none
2026-05-20T14:01:44,line1_motor1,68.07,0.781,1476.7,13.3,87.2,1.314,131.34,23.84,production,warning,normal,none
2026-05-20T14:01:45,line1_motor1,67.38,0.765,1480.8,12.63,83.94,1.297,122.67,23.43,production,normal,normal,none
2026-05-20T14:01:46,line1_motor1,66.24,0.721,1462.1,11.8,82.34,1.25,118.92,23.24,production,normal,normal,none
2026-05-20T14:01:47,line1_motor1,67.35,0.746,1445.5,11.71,83.32,1.228,114.06,22.97,production,normal,normal,none
2026-05-20T14:01:48,line1_motor1,68.84,0.774,1478.9,12.85,87.5,1.32,133.08,23.63,production,normal,normal,none
2026-05-20T14:01:49,line1_motor1,67.48,0.725,1483.7,12.32,81.96,1.325,124.56,23.63,production,normal,normal,none
2026-05-20T14:01:50,line1_motor1,67.28,0.733,1459.8,12.56,83.15,1.255,120.43,23.61,production,normal,normal,none
2026-05-20T14:01:51,line1_motor1,67.28,0.712,1476.2,11.94,81.39,1.297,124.02,23.26,production,normal,normal,none
2026-05-20T14:01:52,line1_motor1,66.27,0.738,1482.1,12.04,80.07,1.312,121.7,22.78,production,normal,normal,none
2026-05-20T14:01:53,line1_motor1,68.26,0.76,1470.8,12.59,84.59,1.315,129.39,23.73,production,normal,normal,none
2026-05-20T14:01:54,line1_motor1,67.75,0.765,1472.5,12.09,81.65,1.303,121.62,23.43,production,normal,normal,none
2026-05-20T14:01:55,line1_motor1,66.4,0.73,1472.0,11.99,83.24,1.337,132.15,22.73,production,normal,normal,none
2026-05-20T14:01:56,line1_motor1,66.71,0.736,1477.3,11.86,82.01,1.354,126.4,24.01,production,normal,normal,none
2026-05-20T14:01:57,line1_motor1,67.57,0.742,1497.5,12.21,81.23,1.365,131.68,23.16,production,normal,normal,none
2026-05-20T14:01:58,line1_motor1,69.07,0.739,1481.5,12.43,84.23,1.308,127.14,23.1,production,normal,normal,none
2026-05-20T14:01:59,line1_motor1,67.95,0.746,1452.7,12.47,85.88,1.293,128.44,23.52,production,normal,normal,none
2026-05-20T14:02:00,line1_motor1,66.62,0.744,1473.1,12.33,81.98,1.307,122.6,23.16,production,normal,normal,none
2026-05-20T14:02:01,line1_motor1,68.53,0.786,1489.9,12.09,85.3,1.304,131.81,23.48,production,normal,normal,none
2026-05-20T14:02:02,line1_motor1,67.52,0.72,1491.7,12.19,81.79,1.375,126.8,23.79,production,normal,normal,none
2026-05-20T14:02:03,line1_motor1,66.7,0.69,1497.8,11.65,77.71,1.327,121.34,23.48,production,normal,normal,none
2026-05-20T14:02:04,line1_motor1,68.2,0.763,1475.0,12.64,84.73,1.314,128.11,23.49,production,normal,normal,none
2026-05-20T14:02:05,line1_motor1,69.18,0.78,1475.4,11.97,81.95,1.306,121.81,22.94,production,normal,normal,none
2026-05-20T14:02:06,line1_motor1,66.68,0.777,1496.8,11.7,80.37,1.326,128.13,23.69,production,normal,normal,none
2026-05-20T14:02:07,line1_motor1,67.67,0.78,1478.4,12.8,85.28,1.354,130.45,23.35,production,normal,normal,none
2026-05-20T14:02:08,line1_motor1,66.41,0.739,1471.4,12.27,82.9,1.316,126.52,23.27,production,normal,normal,none
2026-05-20T14:02:09,line1_motor1,66.38,0.773,1473.5,11.93,81.45,1.346,119.51,23.16,production,normal,normal,none
2026-05-20T14:02:10,line1_motor1,67.48,0.784,1486.5,11.05,79.85,1.368,127.06,23.27,production,normal,normal,none
2026-05-20T14:02:11,line1_motor1,68.56,0.751,1475.7,12.1,82.85,1.328,123.2,23.45,production,normal,normal,none
2026-05-20T14:02:12,line1_motor1,66.47,0.852,1481.3,11.91,82.67,1.302,130.91,23.93,production,normal,normal,none
2026-05-20T14:02:13,line1_motor1,66.14,0.811,1477.4,11.59,79.74,1.339,123.83,23.13,production,normal,normal,none
2026-05-20T14:02:14,line1_motor1,66.47,0.723,1466.9,13.12,81.1,1.329,123.15,23.81,production,warning,normal,none
2026-05-20T14:02:15,line1_motor1,65.53,0.744,1478.9,11.87,81.05,1.322,124.82,23.46,production,normal,normal,none
2026-05-20T14:02:16,line1_motor1,66.54,0.78,1472.9,12.58,80.08,1.33,123.15,23.26,production,normal,normal,none
2026-05-20T14:02:17,line1_motor1,65.97,0.745,1485.9,12.7,82.11,1.389,134.99,24.19,production,normal,normal,none
2026-05-20T14:02:18,line1_motor1,66.66,0.742,1477.7,12.23,82.12,1.31,122.83,23.58,production,normal,normal,none
2026-05-20T14:02:19,line1_motor1,67.06,0.783,1479.7,11.72,81.01,1.306,120.26,23.74,production,normal,normal,none
2026-05-20T14:02:20,line1_motor1,64.46,0.751,1502.5,11.28,75.16,1.371,121.04,23.46,production,normal,normal,none
2026-05-20T14:02:21,line1_motor1,68.17,0.826,1472.8,13.24,84.5,1.332,132.41,23.44,production,warning,normal,none
2026-05-20T14:02:22,line1_motor1,68.11,0.766,1478.5,12.89,84.46,1.301,126.69,23.47,production,normal,normal,none
2026-05-20T14:02:23,line1_motor1,66.71,0.757,1483.7,12.71,81.78,1.301,125.3,23.5,production,normal,normal,none
2026-05-20T14:02:24,line1_motor1,65.22,0.753,1508.3,11.14,77.11,1.366,119.23,23.6,production,normal,normal,none
2026-05-20T14:02:25,line1_motor1,67.8,0.746,1479.2,12.72,83.2,1.311,129.86,23.56,production,normal,normal,none
2026-05-20T14:02:26,line1_motor1,68.34,0.786,1481.9,12.23,85.59,1.328,132.68,23.41,production,normal,normal,none
2026-05-20T14:02:27,line1_motor1,67.35,0.757,1470.5,12.71,79.03,1.28,120.86,23.3,production,normal,normal,none
2026-05-20T14:02:28,line1_motor1,67.27,0.77,1443.1,11.66,81.5,1.292,118.97,23.35,production,normal,normal,none
2026-05-20T14:02:29,line1_motor1,65.89,0.724,1459.0,11.47,79.35,1.302,118.83,23.76,production,normal,normal,none
2026-05-20T14:02:30,line1_motor1,65.07,0.754,1498.9,12.39,78.33,1.325,123.88,23.43,production,normal,normal,none
2026-05-20T14:02:31,line1_motor1,66.99,0.74,1487.3,11.84,81.83,1.302,123.23,23.24,production,normal,normal,none
2026-05-20T14:02:32,line1_motor1,67.44,0.708,1478.8,12.41,80.72,1.343,125.06,23.65,production,normal,normal,none
2026-05-20T14:02:33,line1_motor1,66.54,0.717,1474.8,12.14,82.05,1.271,111.57,23.16,production,normal,normal,none
2026-05-20T14:02:34,line1_motor1,67.87,0.74,1485.3,11.72,79.96,1.292,117.1,23.99,production,normal,normal,none
2026-05-20T14:02:35,line1_motor1,64.71,0.689,1489.8,11.97,75.92,1.356,122.78,23.76,production,normal,normal,none
2026-05-20T14:02:36,line1_motor1,65.46,0.77,1490.8,10.7,75.55,1.324,117.96,23.41,production,normal,normal,none
2026-05-20T14:02:37,line1_motor1,66.01,0.684,1478.5,11.53,74.77,1.3,108.79,23.34,production,normal,normal,none
2026-05-20T14:02:38,line1_motor1,66.93,0.73,1483.8,12.71,82.37,1.322,133.17,23.63,production,normal,normal,none
2026-05-20T14:02:39,line1_motor1,66.1,0.763,1476.5,12.22,80.81,1.34,122.65,23.62,production,normal,normal,none
2026-05-20T14:02:40,line1_motor1,69.2,0.75,1481.4,12.45,83.76,1.314,121.67,23.95,production,normal,normal,none
2026-05-20T14:02:41,line1_motor1,68.4,0.75,1458.4,12.87,84.83,1.347,136.43,23.9,production,normal,normal,none
2026-05-20T14:02:42,line1_motor1,67.66,0.71,1490.6,11.24,79.63,1.359,122.96,23.76,production,normal,normal,none
2026-05-20T14:02:43,line1_motor1,64.74,0.746,1485.5,11.42,78.24,1.299,116.16,23.81,production,normal,normal,none
2026-05-20T14:02:44,line1_motor1,68.04,0.75,1472.8,12.45,85.06,1.333,128.21,23.77,production,normal,normal,none
2026-05-20T14:02:45,line1_motor1,67.29,0.825,1497.1,12.11,81.68,1.332,128.01,24.05,production,normal,normal,none
2026-05-20T14:02:46,line1_motor1,67.27,0.745,1491.9,11.99,81.25,1.292,109.52,23.56,production,normal,normal,none
2026-05-20T14:02:47,line1_motor1,67.72,0.702,1462.7,11.27,78.75,1.313,116.69,23.58,production,normal,normal,none
2026-05-20T14:02:48,line1_motor1,66.94,0.708,1478.8,11.92,75.06,1.345,117.32,23.32,production,normal,normal,none
2026-05-20T14:02:49,line1_motor1,65.61,0.743,1501.8,11.81,78.5,1.316,116.84,23.41,production,normal,normal,none
2026-05-20T14:02:50,line1_motor1,65.71,0.742,1477.5,11.91,80.58,1.372,125.37,23.24,production,normal,normal,none
2026-05-20T14:02:51,line1_motor1,67.73,0.743,1458.7,11.92,80.92,1.317,126.44,23.46,production,normal,normal,none
2026-05-20T14:02:52,line1_motor1,69.57,0.752,1478.4,12.33,83.86,1.34,131.52,23.3,production,normal,normal,none
2026-05-20T14:02:53,line1_motor1,65.99,0.701,1492.2,11.75,79.49,1.362,128.11,24.0,production,normal,normal,none
2026-05-20T14:02:54,line1_motor1,68.36,0.772,1469.1,12.13,84.16,1.294,126.52,23.73,production,normal,normal,none
2026-05-20T14:02:55,line1_motor1,66.23,0.739,1498.2,12.15,79.45,1.326,121.25,23.29,production,normal,normal,none
2026-05-20T14:02:56,line1_motor1,67.46,0.719,1484.5,12.48,80.26,1.337,123.49,23.19,production,normal,normal,none
2026-05-20T14:02:57,line1_motor1,68.83,0.754,1479.5,11.96,80.89,1.311,124.5,23.59,production,normal,normal,none
2026-05-20T14:02:58,line1_motor1,69.59,0.75,1473.0,12.79,83.18,1.305,131.21,23.74,production,normal,normal,none
2026-05-20T14:02:59,line1_motor1,66.41,0.739,1489.3,12.39,80.25,1.31,123.33,23.41,production,normal,normal,none
2026-05-20T14:03:00,line1_motor1,65.82,0.69,1489.5,11.82,74.83,1.318,114.28,23.81,production,normal,normal,none
2026-05-20T14:03:01,line1_motor1,67.13,0.752,1486.0,11.62,79.38,1.358,128.64,23.33,production,normal,normal,none
2026-05-20T14:03:02,line1_motor1,67.35,0.726,1509.5,11.47,80.43,1.386,131.22,23.56,production,normal,normal,none
2026-05-20T14:03:03,line1_motor1,67.45,0.741,1481.9,12.26,81.7,1.289,126.05,24.2,production,normal,normal,none
2026-05-20T14:03:04,line1_motor1,66.47,0.753,1494.9,11.86,80.14,1.363,129.02,23.82,production,normal,normal,none
2026-05-20T14:03:05,line1_motor1,67.94,0.724,1468.9,12.04,81.83,1.32,124.81,23.38,production,normal,normal,none
2026-05-20T14:03:06,line1_motor1,66.45,0.774,1467.6,11.85,81.27,1.296,121.19,23.44,production,normal,normal,none
2026-05-20T14:03:07,line1_motor1,67.85,0.75,1470.5,11.74,81.18,1.299,119.94,23.27,production,normal,normal,none
2026-05-20T14:03:08,line1_motor1,68.67,0.762,1473.7,12.32,83.06,1.34,122.16,23.65,production,normal,normal,none
2026-05-20T14:03:09,line1_motor1,66.52,0.785,1465.4,12.42,80.99,1.312,117.84,23.9,production,normal,normal,none
2026-05-20T14:03:10,line1_motor1,68.3,0.751,1486.7,12.08,85.25,1.332,130.07,23.49,production,normal,normal,none
2026-05-20T14:03:11,line1_motor1,66.78,0.759,1471.5,12.16,82.52,1.31,120.69,23.54,production,normal,normal,none
2026-05-20T14:03:12,line1_motor1,66.44,0.708,1488.8,11.64,79.72,1.361,125.51,24.09,production,normal,normal,none
2026-05-20T14:03:13,line1_motor1,68.43,0.717,1481.0,13.04,81.42,1.322,124.12,23.9,production,warning,normal,none
2026-05-20T14:03:14,line1_motor1,69.2,0.845,1492.8,12.47,84.0,1.359,127.62,24.14,production,normal,normal,none
2026-05-20T14:03:15,line1_motor1,70.28,0.858,1478.9,12.83,88.58,1.342,137.29,23.98,production,normal,normal,none
2026-05-20T14:03:16,line1_motor1,68.32,0.744,1483.6,13.0,83.6,1.345,124.92,23.47,production,warning,normal,none
2026-05-20T14:03:17,line1_motor1,68.54,0.774,1483.2,12.16,83.43,1.305,121.53,23.62,production,normal,normal,none
2026-05-20T14:03:18,line1_motor1,67.29,0.754,1489.7,11.78,81.57,1.324,120.13,23.85,production,normal,normal,none
2026-05-20T14:03:19,line1_motor1,66.54,0.774,1476.6,11.4,79.53,1.314,118.0,23.56,production,normal,normal,none
2026-05-20T14:03:20,line1_motor1,68.25,0.732,1500.8,12.33,82.23,1.313,128.2,22.95,production,normal,normal,none
2026-05-20T14:03:21,line1_motor1,67.84,0.741,1499.8,11.51,80.54,1.397,120.94,23.59,production,normal,normal,none
2026-05-20T14:03:22,line1_motor1,69.2,0.778,1478.4,12.26,83.47,1.328,125.13,23.27,production,normal,normal,none
2026-05-20T14:03:23,line1_motor1,66.19,0.694,1491.3,11.55,75.57,1.324,118.15,23.8,production,normal,normal,none
2026-05-20T14:03:24,line1_motor1,66.28,0.765,1481.9,12.35,80.3,1.367,123.4,24.29,production,normal,normal,none
2026-05-20T14:03:25,line1_motor1,67.69,0.798,1451.7,12.24,83.95,1.291,118.72,23.72,production,normal,normal,none
2026-05-20T14:03:26,line1_motor1,68.29,0.758,1472.3,12.48,84.67,1.308,126.18,23.23,production,normal,normal,none
2026-05-20T14:03:27,line1_motor1,67.56,0.746,1467.1,12.64,83.99,1.305,124.05,23.69,production,normal,normal,none
2026-05-20T14:03:28,line1_motor1,68.6,0.728,1470.0,12.11,83.31,1.32,129.39,23.87,production,normal,normal,none
2026-05-20T14:03:29,line1_motor1,69.14,0.801,1484.9,11.9,82.08,1.33,128.87,23.34,production,normal,normal,none
2026-05-20T14:03:30,line1_motor1,67.43,0.733,1473.3,12.98,81.17,1.265,112.65,23.41,production,normal,normal,none
2026-05-20T14:03:31,line1_motor1,70.99,0.79,1470.9,12.78,89.69,1.291,131.87,23.17,production,normal,normal,none
2026-05-20T14:03:32,line1_motor1,69.39,0.78,1491.3,12.5,85.04,1.355,135.65,23.6,production,normal,normal,none
2026-05-20T14:03:33,line1_motor1,69.54,0.793,1461.7,12.74,87.61,1.271,127.78,22.99,production,normal,normal,none
2026-05-20T14:03:34,line1_motor1,68.89,0.769,1492.9,11.63,88.26,1.326,131.71,23.59,production,normal,normal,none
2026-05-20T14:03:35,line1_motor1,68.5,0.732,1482.1,12.64,83.7,1.338,131.39,23.54,production,normal,normal,none
2026-05-20T14:03:36,line1_motor1,67.55,0.761,1476.6,11.9,83.3,1.296,131.18,23.63,production,normal,normal,none
2026-05-20T14:03:37,line1_motor1,69.27,0.764,1461.7,12.43,85.82,1.318,127.9,24.01,production,normal,normal,none
2026-05-20T14:03:38,line1_motor1,67.9,0.746,1474.8,12.1,80.88,1.307,123.35,23.6,production,normal,normal,none
